drugName,condition,review,rating,usefulCount
Amoxicillin,Asthma,I feel much better now after using this medicine for Asthma.,10,16
Ibuprofen,,THIS DRUG worked GREAT for my Infection!!!,10,23
Sertraline,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),10,86
Paracetamol,GERD,<div>Side effects were bad when I used this for GERD</div>,3,51
Ibuprofen,Hypertension,not effective for my Hypertension :(,2,72
Atorvastatin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,5,51
Omeprazole,Infection,I had headaches & nausea while taking this for Infection.,4,47
Sertraline,Anxiety,I feel much better now after using this medicine for Anxiety.,10,71
Azithromycin,,I had headaches & nausea while taking this for Anxiety.,5,80
Amlodipine,Hypertension,I feel much better now after using this medicine for Hypertension.,8,70
Amlodipine,Migraine,I feel much better now after using this medicine for Migraine.,9,94
Ciprofloxacin,Infection,<div>Side effects were bad when I used this for Infection</div>,4,14
Metformin,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),8,26
Sertraline,Migraine,<p>This medication improved my Migraine a lot</p>,10,64
Sertraline,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,3,45
Azithromycin,Insomnia,"good results for Insomnia, will continue using.",9,56
Ciprofloxacin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,4,44
Lisinopril,Anxiety,Terrible experience!! didn't help my Anxiety at all.,3,80
Omeprazole,Arthritis,,7,86
Ibuprofen,Acne,Terrible experience!! didn't help my Acne at all.,1,34
Paracetamol,Hypertension,not effective for my Hypertension :(,3,7
Omeprazole,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,5,96
Amlodipine,Asthma,<div>Side effects were bad when I used this for Asthma</div>,6,22
Fluoxetine,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),8,98
Azithromycin,Infection,THIS DRUG worked GREAT for my Infection!!!,7,92
Metformin,Allergy,<p>This medication improved my Allergy a lot</p>,10,88
Sertraline,Back Pain,,1,53
Prednisone,GERD,Waste of money for GERD treatment...,2,59
Sertraline,,I had headaches & nausea while taking this for GERD.,4,3
Prednisone,Acne,<p>This medication improved my Acne a lot</p>,7,71
Prednisone,Asthma,Terrible experience!! didn't help my Asthma at all.,4,25
Azithromycin,GERD,Doctor prescribed this for GERD and it actually helped :),10,16
Amoxicillin,Arthritis,I feel much better now after using this medicine for Arthritis.,9,25
Amoxicillin,Hypertension,"good results for Hypertension, will continue using.",9,12
Metformin,Allergy,Doctor prescribed this for Allergy and it actually helped :),7,22
Fluoxetine,Anxiety,I had headaches & nausea while taking this for Anxiety.,5,74
Fluoxetine,Infection,Waste of money for Infection treatment...,6,95
Fluoxetine,Acne,Waste of money for Acne treatment...,6,92
Ciprofloxacin,Depression,I feel much better now after using this medicine for Depression.,8,75
Paracetamol,Arthritis,<p>This medication improved my Arthritis a lot</p>,8,40
Doxycycline,Arthritis,Waste of money for Arthritis treatment...,4,88
Prednisone,,"good results for Allergy, will continue using.",8,71
Metformin,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,13
Paracetamol,Back Pain,not effective for my Back Pain :(,3,74
Atorvastatin,Arthritis,"good results for Arthritis, will continue using.",10,89
Fluoxetine,Diabetes,Terrible experience!! didn't help my Diabetes at all.,6,98
Azithromycin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,8,73
Metformin,Insomnia,I feel much better now after using this medicine for Insomnia.,8,28
Ciprofloxacin,Hypertension,I feel much better now after using this medicine for Hypertension.,10,68
Omeprazole,Depression,not effective for my Depression :(,4,51
Ibuprofen,Asthma,Waste of money for Asthma treatment...,6,43
Amoxicillin,Infection,not effective for my Infection :(,4,19
Azithromycin,Migraine,Doctor prescribed this for Migraine and it actually helped :),8,37
Metformin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,4,61
Omeprazole,Anxiety,"good results for Anxiety, will continue using.",10,26
Gabapentin,GERD,<p>This medication improved my GERD a lot</p>,10,54
Sertraline,Acne,THIS DRUG worked GREAT for my Acne!!!,7,90
Doxycycline,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,8,70
Amoxicillin,Back Pain,Waste of money for Back Pain treatment...,6,7
Prednisone,Allergy,Waste of money for Allergy treatment...,6,10
Metformin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,7,81
Amlodipine,Arthritis,Waste of money for Arthritis treatment...,4,87
Gabapentin,Arthritis,not effective for my Arthritis :(,6,59
Paracetamol,Depression,I feel much better now after using this medicine for Depression.,9,50
Amlodipine,Hypertension,"good results for Hypertension, will continue using.",8,92
Atorvastatin,Infection,not effective for my Infection :(,5,72
Ciprofloxacin,Back Pain,I had headaches & nausea while taking this for Back Pain.,2,27
Amoxicillin,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,49
Ibuprofen,Acne,Terrible experience!! didn't help my Acne at all.,2,34
Ibuprofen,Arthritis,I feel much better now after using this medicine for Arthritis.,7,66
Doxycycline,Anxiety,,8,71
Ibuprofen,Arthritis,I had headaches & nausea while taking this for Arthritis.,3,27
Ibuprofen,GERD,THIS DRUG worked GREAT for my GERD!!!,7,51
Amlodipine,Anxiety,Terrible experience!! didn't help my Anxiety at all.,3,82
Gabapentin,Acne,THIS DRUG worked GREAT for my Acne!!!,10,28
Gabapentin,Hypertension,<p>This medication improved my Hypertension a lot</p>,10,70
Sertraline,Anxiety,"good results for Anxiety, will continue using.",7,2
Fluoxetine,Diabetes,Waste of money for Diabetes treatment...,1,69
Gabapentin,Anxiety,not effective for my Anxiety :(,4,67
Fluoxetine,Diabetes,I feel much better now after using this medicine for Diabetes.,10,77
Fluoxetine,Allergy,<p>This medication improved my Allergy a lot</p>,7,13
Lisinopril,Acne,Doctor prescribed this for Acne and it actually helped :),7,31
Fluoxetine,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,66
Paracetamol,Depression,<p>This medication improved my Depression a lot</p>,8,10
Metformin,Diabetes,I feel much better now after using this medicine for Diabetes.,7,26
Lisinopril,Infection,,10,39
Amoxicillin,Asthma,,10,89
Amoxicillin,Acne,THIS DRUG worked GREAT for my Acne!!!,9,73
Gabapentin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),7,47
Amlodipine,Back Pain,Terrible experience!! didn't help my Back Pain at all.,1,26
Fluoxetine,Depression,not effective for my Depression :(,5,14
Prednisone,Acne,I had headaches & nausea while taking this for Acne.,4,67
Paracetamol,Acne,Terrible experience!! didn't help my Acne at all.,1,19
Metformin,Arthritis,I feel much better now after using this medicine for Arthritis.,7,76
Ciprofloxacin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,8,3
Prednisone,Allergy,I had headaches & nausea while taking this for Allergy.,1,65
Doxycycline,Allergy,Waste of money for Allergy treatment...,6,44
Lisinopril,GERD,,7,36
Amlodipine,Back Pain,I had headaches & nausea while taking this for Back Pain.,5,53
Doxycycline,Depression,I had headaches & nausea while taking this for Depression.,4,6
Atorvastatin,GERD,THIS DRUG worked GREAT for my GERD!!!,8,39
Amlodipine,Anxiety,I had headaches & nausea while taking this for Anxiety.,5,8
Azithromycin,Allergy,Waste of money for Allergy treatment...,1,1
Amoxicillin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,10,61
Ibuprofen,Arthritis,Waste of money for Arthritis treatment...,4,89
Amoxicillin,Depression,I feel much better now after using this medicine for Depression.,10,97
Fluoxetine,Arthritis,THIS DRUG worked GREAT for my Arthritis!!!,10,44
Atorvastatin,Anxiety,"good results for Anxiety, will continue using.",7,2
Amlodipine,Insomnia,Terrible experience!! didn't help my Insomnia at all.,5,75
Paracetamol,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,68
Gabapentin,Migraine,Terrible experience!! didn't help my Migraine at all.,5,62
Amlodipine,Depression,Terrible experience!! didn't help my Depression at all.,2,18
Lisinopril,Anxiety,I feel much better now after using this medicine for Anxiety.,9,48
Lisinopril,Acne,Waste of money for Acne treatment...,1,58
Ibuprofen,Migraine,"good results for Migraine, will continue using.",7,64
Ibuprofen,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,2,7
Gabapentin,Diabetes,I had headaches & nausea while taking this for Diabetes.,3,38
Paracetamol,Back Pain,Waste of money for Back Pain treatment...,4,59
Lisinopril,Depression,THIS DRUG worked GREAT for my Depression!!!,9,39
Sertraline,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,7,53
Omeprazole,Acne,<div>Side effects were bad when I used this for Acne</div>,3,20
Omeprazole,GERD,Terrible experience!! didn't help my GERD at all.,3,72
Atorvastatin,Acne,"good results for Acne, will continue using.",9,77
Amoxicillin,Infection,Doctor prescribed this for Infection and it actually helped :),7,76
Metformin,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,6,18
Paracetamol,Anxiety,Terrible experience!! didn't help my Anxiety at all.,5,71
Amoxicillin,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,2,41
Omeprazole,Back Pain,I feel much better now after using this medicine for Back Pain.,9,71
Ibuprofen,Allergy,"good results for Allergy, will continue using.",7,4
Fluoxetine,Diabetes,"good results for Diabetes, will continue using.",10,6
Omeprazole,Allergy,Terrible experience!! didn't help my Allergy at all.,6,56
Prednisone,Arthritis,I feel much better now after using this medicine for Arthritis.,9,85
Paracetamol,Asthma,I feel much better now after using this medicine for Asthma.,9,80
Azithromycin,Asthma,<p>This medication improved my Asthma a lot</p>,9,14
Metformin,Acne,I feel much better now after using this medicine for Acne.,8,37
Ciprofloxacin,Acne,I had headaches & nausea while taking this for Acne.,5,45
Amoxicillin,Arthritis,I had headaches & nausea while taking this for Arthritis.,3,40
Gabapentin,,THIS DRUG worked GREAT for my GERD!!!,10,60
Azithromycin,Hypertension,Terrible experience!! didn't help my Hypertension at all.,1,64
Gabapentin,Insomnia,"good results for Insomnia, will continue using.",9,96
Amoxicillin,Asthma,Terrible experience!! didn't help my Asthma at all.,2,74
Ibuprofen,Migraine,I had headaches & nausea while taking this for Migraine.,6,82
Doxycycline,Insomnia,I feel much better now after using this medicine for Insomnia.,9,32
Gabapentin,GERD,<p>This medication improved my GERD a lot</p>,10,75
Lisinopril,Depression,<div>Side effects were bad when I used this for Depression</div>,1,88
Amlodipine,Depression,not effective for my Depression :(,2,51
Prednisone,Acne,I feel much better now after using this medicine for Acne.,7,72
Gabapentin,Anxiety,"good results for Anxiety, will continue using.",7,4
Amlodipine,Allergy,Terrible experience!! didn't help my Allergy at all.,6,27
Lisinopril,Back Pain,<p>This medication improved my Back Pain a lot</p>,7,68
Doxycycline,Anxiety,Waste of money for Anxiety treatment...,6,93
Paracetamol,,,9,99
Atorvastatin,Anxiety,<p>This medication improved my Anxiety a lot</p>,9,38
Ciprofloxacin,Back Pain,Terrible experience!! didn't help my Back Pain at all.,6,20
Sertraline,Asthma,<p>This medication improved my Asthma a lot</p>,9,96
Gabapentin,Diabetes,not effective for my Diabetes :(,2,99
Azithromycin,Depression,<div>Side effects were bad when I used this for Depression</div>,5,79
Ciprofloxacin,Migraine,not effective for my Migraine :(,2,39
Doxycycline,Hypertension,Terrible experience!! didn't help my Hypertension at all.,5,81
Azithromycin,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,8,32
Ciprofloxacin,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,8,56
Atorvastatin,Depression,Terrible experience!! didn't help my Depression at all.,4,94
Atorvastatin,Diabetes,<p>This medication improved my Diabetes a lot</p>,9,93
Ibuprofen,GERD,not effective for my GERD :(,6,67
Paracetamol,Insomnia,Terrible experience!! didn't help my Insomnia at all.,3,72
Azithromycin,GERD,"good results for GERD, will continue using.",10,64
Fluoxetine,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,9,62
Ciprofloxacin,Infection,Doctor prescribed this for Infection and it actually helped :),10,67
Atorvastatin,Allergy,<p>This medication improved my Allergy a lot</p>,10,0
Paracetamol,Infection,Terrible experience!! didn't help my Infection at all.,1,0
Doxycycline,Diabetes,I feel much better now after using this medicine for Diabetes.,8,68
Fluoxetine,,THIS DRUG worked GREAT for my Hypertension!!!,8,91
Azithromycin,Hypertension,<p>This medication improved my Hypertension a lot</p>,8,73
Prednisone,Depression,THIS DRUG worked GREAT for my Depression!!!,10,1
Omeprazole,GERD,<p>This medication improved my GERD a lot</p>,8,25
Amlodipine,Depression,"good results for Depression, will continue using.",10,30
Lisinopril,Anxiety,Waste of money for Anxiety treatment...,2,36
Amoxicillin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),8,14
Ibuprofen,Insomnia,I had headaches & nausea while taking this for Insomnia.,2,89
Fluoxetine,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,14
Ibuprofen,Asthma,Terrible experience!! didn't help my Asthma at all.,2,43
Atorvastatin,,,1,43
Omeprazole,GERD,not effective for my GERD :(,2,55
Prednisone,Depression,not effective for my Depression :(,1,83
Ibuprofen,Infection,Doctor prescribed this for Infection and it actually helped :),9,36
Omeprazole,Depression,not effective for my Depression :(,5,74
Ibuprofen,Arthritis,not effective for my Arthritis :(,4,75
Fluoxetine,Back Pain,I feel much better now after using this medicine for Back Pain.,10,72
Ibuprofen,Allergy,I had headaches & nausea while taking this for Allergy.,1,55
Metformin,Back Pain,I feel much better now after using this medicine for Back Pain.,9,78
Ibuprofen,Allergy,<div>Side effects were bad when I used this for Allergy</div>,1,85
Prednisone,Depression,"good results for Depression, will continue using.",9,12
Amlodipine,Depression,I had headaches & nausea while taking this for Depression.,5,68
Amlodipine,GERD,I had headaches & nausea while taking this for GERD.,4,3
Sertraline,Migraine,<div>Side effects were bad when I used this for Migraine</div>,4,16
Fluoxetine,Back Pain,I feel much better now after using this medicine for Back Pain.,10,85
